"Plot Title: UpJaramillo1"
"#","Date Time, GMT+00:00","Abs Pres, Pa (LGR S/N: 1059642, SEN S/N: 1059642)","Temp, °C (LGR S/N: 1059642, SEN S/N: 1059642)","Coupler Detached (LGR S/N: 1059642)","Coupler Attached (LGR S/N: 1059642)","Stopped (LGR S/N: 1059642)","End Of File (LGR S/N: 1059642)"
1,05/09/12 09:30:00 PM,80893,23.388,Logged,,,
2,05/09/12 10:00:00 PM,80800,21.855,,,,
3,05/09/12 10:30:00 PM,80718,21.473,,,,
4,05/09/12 11:00:00 PM,80691,21.473,,,,
5,05/09/12 11:30:00 PM,80677,21.473,,,,
6,05/10/12 12:00:00 AM,80677,21.569,,,,
7,05/10/12 12:30:00 AM,80690,21.569,,,,
8,05/10/12 01:00:00 AM,80676,21.664,,,,
9,05/10/12 01:30:00 AM,80663,21.664,,,,
10,05/10/12 02:00:00 AM,80691,21.473,,,,
11,05/10/12 02:30:00 AM,80732,21.282,,,,
12,05/10/12 03:00:00 AM,80760,21.091,,,,
13,05/10/12 03:30:00 AM,80843,20.996,,,,
14,05/10/12 04:00:00 AM,80885,20.805,,,,
15,05/10/12 04:30:00 AM,80899,20.710,,,,
16,05/10/12 05:00:00 AM,80927,20.424,,,,
17,05/10/12 05:30:00 AM,80914,20.234,,,,
18,05/10/12 06:00:00 AM,80942,19.948,,,,
19,05/10/12 06:30:00 AM,80902,19.662,,,,
20,05/10/12 07:00:00 AM,80875,19.377,,,,
21,05/10/12 07:30:00 AM,80862,19.092,,,,
22,05/10/12 08:00:00 AM,80835,18.711,,,,
23,05/10/12 08:30:00 AM,80822,18.426,,,,
24,05/10/12 09:00:00 AM,80795,18.140,,,,
25,05/10/12 09:30:00 AM,80755,17.855,,,,
26,05/10/12 10:00:00 AM,80755,17.570,,,,
27,05/10/12 10:30:00 AM,80742,17.284,,,,
28,05/10/12 11:00:00 AM,80729,17.094,,,,
29,05/10/12 11:30:00 AM,80702,16.808,,,,
30,05/10/12 12:00:00 PM,80703,16.523,,,,
31,05/10/12 12:30:00 PM,80703,16.237,,,,
32,05/10/12 01:00:00 PM,80704,16.046,,,,
33,05/10/12 01:30:00 PM,80745,15.951,,,,
34,05/10/12 02:00:00 PM,80746,15.855,,,,
35,05/10/12 02:30:00 PM,80718,15.855,,,,
36,05/10/12 03:00:00 PM,80649,16.046,,,,
37,05/10/12 03:30:00 PM,80607,16.332,,,,
38,05/10/12 04:00:00 PM,80524,16.523,,,,
39,05/10/12 04:30:00 PM,80537,16.808,,,,
40,05/10/12 05:00:00 PM,80591,17.189,,,,
41,05/10/12 05:30:00 PM,80576,17.570,,,,
42,05/10/12 06:00:00 PM,80548,18.045,,,,
43,05/10/12 06:30:00 PM,80519,18.426,,,,
44,05/10/12 07:00:00 PM,80436,18.806,,,,
45,05/10/12 07:30:00 PM,80366,19.187,,,,
46,05/10/12 08:00:00 PM,80351,19.662,,,,
47,05/10/12 08:30:00 PM,80281,20.043,,,,
48,05/10/12 09:00:00 PM,80239,20.424,,,,
49,05/10/12 09:30:00 PM,80224,20.805,,,,
50,05/10/12 10:00:00 PM,80168,21.187,,,,
51,05/10/12 10:30:00 PM,80167,21.569,,,,
52,05/10/12 11:00:00 PM,80166,22.046,,,,
53,05/10/12 11:30:00 PM,80165,22.429,,,,
54,05/11/12 12:00:00 AM,80137,22.717,,,,
55,05/11/12 12:30:00 AM,80150,22.908,,,,
56,05/11/12 01:00:00 AM,80177,23.100,,,,
57,05/11/12 01:30:00 AM,80204,23.196,,,,
58,05/11/12 02:00:00 AM,80218,23.196,,,,
59,05/11/12 02:30:00 AM,80273,23.196,,,,
60,05/11/12 03:00:00 AM,80370,23.004,,,,
61,05/11/12 03:30:00 AM,80453,22.908,,,,
62,05/11/12 04:00:00 AM,80522,22.717,,,,
63,05/11/12 04:30:00 AM,80564,22.621,,,,
64,05/11/12 05:00:00 AM,80551,22.333,,,,
65,05/11/12 05:30:00 AM,80510,22.142,,,,
66,05/11/12 06:00:00 AM,80552,21.855,,,,
67,05/11/12 06:30:00 AM,80552,21.664,,,,
68,05/11/12 07:00:00 AM,80526,21.378,,,,
69,05/11/12 07:30:00 AM,80526,21.091,,,,
70,05/11/12 08:00:00 AM,80513,20.901,,,,
71,05/11/12 08:30:00 AM,80527,20.615,,,,
72,05/11/12 09:00:00 AM,80501,20.234,,,,
73,05/11/12 09:30:00 AM,80515,19.948,,,,
74,05/11/12 10:00:00 AM,80516,19.662,,,,
75,05/11/12 10:30:00 AM,80544,19.377,,,,
76,05/11/12 11:00:00 AM,80559,19.092,,,,
77,05/11/12 11:30:00 AM,80573,18.806,,,,
78,05/11/12 12:00:00 PM,80587,18.616,,,,
79,05/11/12 12:30:00 PM,80629,18.331,,,,
80,05/11/12 01:00:00 PM,80644,18.140,,,,
81,05/11/12 01:30:00 PM,80672,17.950,,,,
82,05/11/12 02:00:00 PM,80686,17.760,,,,
83,05/11/12 02:30:00 PM,80658,17.760,,,,
84,05/11/12 03:00:00 PM,80658,17.855,,,,
85,05/11/12 03:30:00 PM,80657,18.140,,,,
86,05/11/12 04:00:00 PM,80657,18.521,,,,
87,05/11/12 04:30:00 PM,80669,18.901,,,,
88,05/11/12 05:00:00 PM,80682,19.282,,,,
89,05/11/12 05:30:00 PM,80709,19.758,,,,
90,05/11/12 06:00:00 PM,80694,20.138,,,,
91,05/11/12 06:30:00 PM,80707,20.519,,,,
92,05/11/12 07:00:00 PM,80775,20.710,,,,
93,05/11/12 07:30:00 PM,80775,20.901,,,,
94,05/11/12 08:00:00 PM,80719,20.996,,,,
95,05/11/12 08:30:00 PM,80719,21.187,,,,
96,05/11/12 09:00:00 PM,80732,21.282,,,,
97,05/11/12 09:30:00 PM,80650,21.378,,,,
98,05/11/12 10:00:00 PM,80663,21.569,,,,
99,05/11/12 10:30:00 PM,80787,21.664,,,,
100,05/11/12 11:00:00 PM,80855,21.664,,,,
101,05/11/12 11:30:00 PM,80842,21.569,,,,
102,05/12/12 12:00:00 AM,80801,21.473,,,,
103,05/12/12 12:30:00 AM,80842,21.473,,,,
104,05/12/12 01:00:00 AM,80884,21.378,,,,
105,05/12/12 01:30:00 AM,80925,21.282,,,,
106,05/12/12 02:00:00 AM,81022,21.187,,,,
107,05/12/12 02:30:00 AM,81091,20.996,,,,
108,05/12/12 03:00:00 AM,81174,20.805,,,,
109,05/12/12 03:30:00 AM,81161,20.519,,,,
110,05/12/12 04:00:00 AM,81286,20.329,,,,
111,05/12/12 04:30:00 AM,81341,20.043,,,,
112,05/12/12 05:00:00 AM,81328,19.853,,,,
113,05/12/12 05:30:00 AM,81342,19.567,,,,
114,05/12/12 06:00:00 AM,81329,19.472,,,,
115,05/12/12 06:30:00 AM,81357,19.282,,,,
116,05/12/12 07:00:00 AM,81302,19.092,,,,
117,05/12/12 07:30:00 AM,81316,18.901,,,,
118,05/12/12 08:00:00 AM,81344,18.711,,,,
119,05/12/12 08:30:00 AM,81331,18.521,,,,
120,05/12/12 09:00:00 AM,81331,18.426,,,,
121,05/12/12 09:30:00 AM,81332,18.236,,,,
122,05/12/12 10:00:00 AM,81318,18.045,,,,
123,05/12/12 10:30:00 AM,81360,17.950,,,,
124,05/12/12 11:00:00 AM,81388,17.760,,,,
125,05/12/12 11:30:00 AM,81402,17.570,,,,
126,05/12/12 12:00:00 PM,81402,17.475,,,,
127,05/12/12 12:30:00 PM,81417,17.284,,,,
128,05/12/12 01:00:00 PM,81458,17.094,,,,
129,05/12/12 01:30:00 PM,81486,16.999,,,,
130,05/12/12 02:00:00 PM,81473,16.808,,,,
131,05/12/12 02:30:00 PM,81500,16.808,,,,
132,05/12/12 03:00:00 PM,81500,16.903,,,,
133,05/12/12 03:30:00 PM,81472,16.999,,,,
134,05/12/12 04:00:00 PM,81486,17.189,,,,
135,05/12/12 04:30:00 PM,81471,17.379,,,,
136,05/12/12 05:00:00 PM,81471,17.570,,,,
137,05/12/12 05:30:00 PM,81457,17.760,,,,
138,05/12/12 06:00:00 PM,81429,17.950,,,,
139,05/12/12 06:30:00 PM,81401,18.140,,,,
140,05/12/12 07:00:00 PM,81359,18.426,,,,
141,05/12/12 07:30:00 PM,81331,18.711,,,,
142,05/12/12 08:00:00 PM,81261,18.996,,,,
143,05/12/12 08:30:00 PM,81274,19.282,,,,
144,05/12/12 09:00:00 PM,81274,19.472,,,,
145,05/12/12 09:30:00 PM,81370,19.567,,,,
146,05/12/12 10:00:00 PM,81549,19.472,,,,
147,05/12/12 10:30:00 PM,81246,19.472,,,,
148,05/12/12 11:00:00 PM,81232,19.472,,,,
149,05/12/12 11:30:00 PM,81274,19.472,,,,
150,05/13/12 12:00:00 AM,81246,19.567,,,,
151,05/13/12 12:30:00 AM,81273,19.758,,,,
152,05/13/12 01:00:00 AM,81246,19.758,,,,
153,05/13/12 01:30:00 AM,81314,19.758,,,,
154,05/13/12 02:00:00 AM,81342,19.567,,,,
155,05/13/12 02:30:00 AM,81398,19.472,,,,
156,05/13/12 03:00:00 AM,81357,19.282,,,,
157,05/13/12 03:30:00 AM,81399,19.092,,,,
158,05/13/12 04:00:00 AM,81426,18.996,,,,
159,05/13/12 04:30:00 AM,81468,18.806,,,,
160,05/13/12 05:00:00 AM,81482,18.711,,,,
161,05/13/12 05:30:00 AM,81483,18.521,,,,
162,05/13/12 06:00:00 AM,81538,18.426,,,,
163,05/13/12 06:30:00 AM,81511,18.236,,,,
164,05/13/12 07:00:00 AM,81525,18.140,,,,
165,05/13/12 07:30:00 AM,81484,17.950,,,,
166,05/13/12 08:00:00 AM,81457,17.760,,,,
167,05/13/12 08:30:00 AM,81416,17.570,,,,
168,05/13/12 09:00:00 AM,81416,17.379,,,,
169,05/13/12 09:30:00 AM,81430,17.189,,,,
170,05/13/12 10:00:00 AM,81417,17.094,,,,
171,05/13/12 10:30:00 AM,81445,16.903,,,,
172,05/13/12 11:00:00 AM,81473,16.713,,,,
173,05/13/12 11:30:00 AM,81487,16.523,,,,
174,05/13/12 12:00:00 PM,81474,16.332,,,,
175,05/13/12 12:30:00 PM,81488,16.141,,,,
176,05/13/12 01:00:00 PM,81488,16.046,,,,
177,05/13/12 01:30:00 PM,81530,15.855,,,,
178,05/13/12 02:00:00 PM,81516,15.760,,,,
179,05/13/12 02:30:00 PM,81489,15.855,,,,
180,05/13/12 03:00:00 PM,81502,15.951,,,,
181,05/13/12 03:30:00 PM,81502,15.951,,,,
182,05/13/12 04:00:00 PM,81474,16.141,,,,
183,05/13/12 04:30:00 PM,81474,16.237,,,,
184,05/13/12 05:00:00 PM,81515,16.332,,,,
185,05/13/12 05:30:00 PM,81446,16.427,,,,
186,05/13/12 06:00:00 PM,81418,16.618,,,,
187,05/13/12 06:30:00 PM,81418,16.808,,,,
188,05/13/12 07:00:00 PM,81293,16.999,,,,
189,05/13/12 07:30:00 PM,81210,17.189,,,,
190,05/13/12 08:00:00 PM,81224,17.379,,,,
191,05/13/12 08:30:00 PM,81278,17.570,,,,
192,05/13/12 09:00:00 PM,81416,17.570,,,,
193,05/13/12 09:30:00 PM,81553,17.570,,,,
194,05/13/12 10:00:00 PM,81444,17.475,,,,
195,05/13/12 10:30:00 PM,81361,17.475,,,,
196,05/13/12 11:00:00 PM,81306,17.475,,,,
197,05/13/12 11:30:00 PM,81237,17.379,,,,
198,05/14/12 12:00:00 AM,81224,17.284,,,,
199,05/14/12 12:30:00 AM,81224,17.189,,,,
200,05/14/12 01:00:00 AM,81279,17.094,,,,
201,05/14/12 01:30:00 AM,81280,16.999,,,,
202,05/14/12 02:00:00 AM,81294,16.903,,,,
203,05/14/12 02:30:00 AM,81308,16.713,,,,
204,05/14/12 03:00:00 AM,81335,16.618,,,,
205,05/14/12 03:30:00 AM,81336,16.523,,,,
206,05/14/12 04:00:00 AM,81309,16.332,,,,
207,05/14/12 04:30:00 AM,81350,16.237,,,,
208,05/14/12 05:00:00 AM,81364,16.046,,,,
209,05/14/12 05:30:00 AM,81365,15.855,,,,
210,05/14/12 06:00:00 AM,81351,15.664,,,,
211,05/14/12 06:30:00 AM,81366,15.473,,,,
212,05/14/12 07:00:00 AM,81366,15.378,,,,
213,05/14/12 07:30:00 AM,81366,15.091,,,,
