"","yr","mo","Value.mn","Value.sd","Value.n","siteID","date"
"23",2011,8,12.9164563172043,0.426008681811629,744,"SulphurCreekLower",2011-08-15
"24",2011,9,11.1526651079137,1.23884053058419,695,"SulphurCreekLower",2011-09-15
"25",2011,11,2.66381818181818,0.132821628239642,77,"SulphurCreekLower",2011-11-15
"26",2012,3,2.80955319148936,1.5295468064442,282,"SulphurCreekLower",2012-03-15
"27",2012,4,6.91051722925457,1.43701998132503,711,"SulphurCreekLower",2012-04-15
"28",2012,5,9.34192103494624,0.634500183931857,744,"SulphurCreekLower",2012-05-15
"29",2012,6,11.0654756944444,1.10013777290242,720,"SulphurCreekLower",2012-06-15
"30",2012,7,12.6777068733154,0.315355199709364,742,"SulphurCreekLower",2012-07-15
"31",2012,8,13.5414872311828,0.467053963279047,744,"SulphurCreekLower",2012-08-15
"32",2012,9,12.9155650510204,0.268217446141296,112,"SulphurCreekLower",2012-09-15
"33",2012,11,2.65224458874459,0.322439070285656,231,"SulphurCreekLower",2012-11-15
"34",2012,12,2.39714432989691,0.138352357353329,97,"SulphurCreekLower",2012-12-15
"35",2013,4,5.4183659043659,0.688155105458355,481,"SulphurCreekLower",2013-04-15
"36",2013,5,7.34858803763441,1.00202901765978,744,"SulphurCreekLower",2013-05-15
"37",2013,6,10.8948010416667,0.96595623688704,720,"SulphurCreekLower",2013-06-15
"38",2013,7,12.3850117607527,0.702461598994112,744,"SulphurCreekLower",2013-07-15
"39",2013,8,13.8105036962366,0.390141190411066,744,"SulphurCreekLower",2013-08-15
"40",2013,9,12.9083159722222,1.59359544950989,720,"SulphurCreekLower",2013-09-15
"41",2013,10,7.14750134408602,1.37234654535335,744,"SulphurCreekLower",2013-10-15
"42",2013,11,4.1601018258427,0.671727981122878,356,"SulphurCreekLower",2013-11-15
"43",2014,3,1.54960351201479,0.635714389199891,541,"SulphurCreekLower",2014-03-15
"44",2014,4,4.38251529902643,1.17923893256287,719,"SulphurCreekLower",2014-04-15
"45",2014,5,7.14852055256065,1.49561502053206,742,"SulphurCreekLower",2014-05-15
"46",2014,6,11.4048809027778,0.629002454080348,720,"SulphurCreekLower",2014-06-15
"47",2014,7,13.6248494623656,0.710812494455657,744,"SulphurCreekLower",2014-07-15
"48",2014,8,14.041154233871,0.952987371903896,744,"SulphurCreekLower",2014-08-15
"49",2014,9,13.0109718358832,0.492026766145207,719,"SulphurCreekLower",2014-09-15
"50",2014,10,9.18608552631579,0.850858136456401,190,"SulphurCreekLower",2014-10-15
"51",2015,4,6.21551960784314,0.413960889263998,204,"SulphurCreekLower",2015-04-15
"52",2015,5,8.85070901639344,1.02078929313487,732,"SulphurCreekLower",2015-05-15
"53",2015,6,13.2528895833333,1.30895362402289,720,"SulphurCreekLower",2015-06-15
"54",2015,7,14.9802222222222,0.240630197738131,36,"SulphurCreekLower",2015-07-15
"55",2016,11,2.46130327868852,0.404207747488414,122,"SulphurCreekLower",2016-11-15
"56",2017,3,2.87196622889306,1.90750714032706,533,"SulphurCreekLower",2017-03-15
"57",2017,4,7.05763210227273,2.50165485349099,704,"SulphurCreekLower",2017-04-15
"58",2017,5,9.30775689774035,1.25979841365224,744,"SulphurCreekLower",2017-05-15
"59",2017,6,12.4802993741307,1.07754074005553,719,"SulphurCreekLower",2017-06-15
"60",2017,7,13.8026676971326,0.816451838055771,744,"SulphurCreekLower",2017-07-15
"61",2017,8,14.2270147849462,0.668737898024978,744,"SulphurCreekLower",2017-08-15
"62",2017,9,11.5629306746032,1.1270773528531,720,"SulphurCreekLower",2017-09-15
"63",2017,10,9.79384411764706,0.282034190465885,68,"SulphurCreekLower",2017-10-15
"64",2018,3,0.484511363636364,0.129996759970446,22,"SulphurCreekLower",2018-03-15
"65",2018,4,4.31607534722222,1.71086691813784,720,"SulphurCreekLower",2018-04-15
"66",2018,5,8.20147815860215,1.20657753606992,744,"SulphurCreekLower",2018-05-15
"67",2018,6,11.7611923611111,0.839882115840682,720,"SulphurCreekLower",2018-06-15
"68",2018,7,13.0463555107527,0.671291478756748,744,"SulphurCreekLower",2018-07-15
"69",2018,8,13.3448440860215,0.359705978475262,744,"SulphurCreekLower",2018-08-15
"70",2018,9,11.2012998263889,0.867165252585211,720,"SulphurCreekLower",2018-09-15
"71",2018,10,8.96246527777778,1.36898701946793,396,"SulphurCreekLower",2018-10-15
"72",2019,6,12.2797779850746,0.468068465859028,134,"SulphurCreekLower",2019-06-15
"73",2019,7,13.9596475134409,0.741095092601116,744,"SulphurCreekLower",2019-07-15
"74",2019,8,14.2096518817204,0.76760062762882,744,"SulphurCreekLower",2019-08-15
"75",2019,9,12.1344701388889,1.23218973780784,720,"SulphurCreekLower",2019-09-15
"76",2019,10,6.6243096438172,2.48297096346814,744,"SulphurCreekLower",2019-10-15
"77",2019,11,2.27825,0.295558981078408,489,"SulphurCreekLower",2019-11-15
"78",2020,2,-0.1575,0,4,"SulphurCreekLower",2020-02-15
