"Plot Title: San Luis 9811668 20190920"
"#","Date Time, GMT-06:00","Abs Pres, Pa (LGR S/N: 9811668, SEN S/N: 9811668)","Temp, °C (LGR S/N: 9811668, SEN S/N: 9811668)","Coupler Detached (LGR S/N: 9811668)","Coupler Attached (LGR S/N: 9811668)","Host Connected (LGR S/N: 9811668)","Stopped (LGR S/N: 9811668)","End Of File (LGR S/N: 9811668)"
269,09/26/19 03:00:00 AM,75304,13.173,,,,,
270,09/26/19 03:30:00 AM,75291,13.076,,,,,
271,09/26/19 04:00:00 AM,75303,13.076,,,,,
272,09/26/19 04:30:00 AM,75314,12.980,,,,,
273,09/26/19 05:00:00 AM,75336,12.883,,,,,
274,09/26/19 05:30:00 AM,75324,12.883,,,,,
275,09/26/19 06:00:00 AM,75335,12.787,,,,,
276,09/26/19 06:30:00 AM,75346,12.690,,,,,
277,09/26/19 07:00:00 AM,75356,12.594,,,,,
278,09/26/19 07:30:00 AM,75368,12.594,,,,,
279,09/26/19 08:00:00 AM,75392,12.594,,,,,
280,09/26/19 08:30:00 AM,75418,12.690,,,,,
281,09/26/19 09:00:00 AM,75430,12.690,,,,,
282,09/26/19 09:30:00 AM,75419,12.787,,,,,
283,09/26/19 10:00:00 AM,75407,12.787,,,,,
284,09/26/19 10:30:00 AM,75386,12.980,,,,,
285,09/26/19 11:00:00 AM,75363,13.076,,,,,
286,09/26/19 11:30:00 AM,75330,13.269,,,,,
287,09/26/19 12:00:00 PM,75321,13.461,,,,,
288,09/26/19 12:30:00 PM,75312,13.654,,,,,
289,09/26/19 01:00:00 PM,75280,13.942,,,,,
290,09/26/19 01:30:00 PM,75260,14.230,,,,,
291,09/26/19 02:00:00 PM,75240,14.517,,,,,
292,09/26/19 02:30:00 PM,75184,14.804,,,,,
293,09/26/19 03:00:00 PM,75175,14.996,,,,,
294,09/26/19 03:30:00 PM,75118,15.187,,,,,
295,09/26/19 04:00:00 PM,75095,15.282,,,,,
296,09/26/19 04:30:00 PM,75059,15.282,,,,,
297,09/26/19 05:00:00 PM,75046,15.187,,,,,
298,09/26/19 05:30:00 PM,75034,15.187,,,,,
299,09/26/19 06:00:00 PM,75046,15.187,,,,,
300,09/26/19 06:30:00 PM,75044,15.091,,,,,
301,09/26/19 07:00:00 PM,75043,14.996,,,,,
302,09/26/19 07:30:00 PM,75041,14.900,,,,,
303,09/26/19 08:00:00 PM,75052,14.804,,,,,
304,09/26/19 08:30:00 PM,75073,14.613,,,,,
305,09/26/19 09:00:00 PM,75094,14.421,,,,,
306,09/26/19 09:30:00 PM,75093,14.325,,,,,
307,09/26/19 10:00:00 PM,75090,14.134,,,,,
308,09/26/19 10:30:00 PM,75101,14.038,,,,,
309,09/26/19 11:00:00 PM,75099,13.942,,,,,
310,09/26/19 11:30:00 PM,75074,13.846,,,,,
311,09/27/19 12:00:00 AM,75072,13.750,,,,,
312,09/27/19 12:30:00 AM,75047,13.654,,,,,
313,09/27/19 01:00:00 AM,75034,13.558,,,,,
314,09/27/19 01:30:00 AM,75032,13.461,,,,,
315,09/27/19 02:00:00 AM,74995,13.365,,,,,
316,09/27/19 02:30:00 AM,74981,13.269,,,,,
317,09/27/19 03:00:00 AM,74980,13.173,,,,,
318,09/27/19 03:30:00 AM,74942,13.076,,,,,
319,09/27/19 04:00:00 AM,74941,12.980,,,,,
320,09/27/19 04:30:00 AM,74941,12.980,,,,,
321,09/27/19 05:00:00 AM,74928,12.883,,,,,
322,09/27/19 05:30:00 AM,74938,12.787,,,,,
323,09/27/19 06:00:00 AM,74937,12.690,,,,,
324,09/27/19 06:30:00 AM,74947,12.594,,,,,
325,09/27/19 07:00:00 AM,74935,12.594,,,,,
326,09/27/19 07:30:00 AM,74946,12.497,,,,,
327,09/27/19 08:00:00 AM,74910,12.497,,,,,
328,09/27/19 08:30:00 AM,74910,12.497,,,,,
329,09/27/19 09:00:00 AM,74923,12.594,,,,,
330,09/27/19 09:30:00 AM,74913,12.690,,,,,
331,09/27/19 10:00:00 AM,74902,12.787,,,,,
332,09/27/19 10:30:00 AM,74891,12.883,,,,,
333,09/27/19 11:00:00 AM,74846,13.076,,,,,
334,09/27/19 11:30:00 AM,74860,13.173,,,,,
335,09/27/19 12:00:00 PM,74862,13.365,,,,,
336,09/27/19 12:30:00 PM,74844,13.750,,,,,
337,09/27/19 01:00:00 PM,74826,14.134,,,,,
338,09/27/19 01:30:00 PM,74794,14.421,,,,,
339,09/27/19 02:00:00 PM,74763,14.804,,,,,
340,09/27/19 02:30:00 PM,74720,15.091,,,,,
341,09/27/19 03:00:00 PM,74710,15.282,,,,,
342,09/27/19 03:30:00 PM,74701,15.473,,,,,
343,09/27/19 04:00:00 PM,74689,15.473,,,,,
344,09/27/19 04:30:00 PM,74689,15.473,,,,,
345,09/27/19 05:00:00 PM,74665,15.473,,,,,
346,09/27/19 05:30:00 PM,74688,15.378,,,,,
347,09/27/19 06:00:00 PM,74688,15.378,,,,,
348,09/27/19 06:30:00 PM,74685,15.187,,,,,
349,09/27/19 07:00:00 PM,74671,15.091,,,,,
350,09/27/19 07:30:00 PM,74705,14.900,,,,,
351,09/27/19 08:00:00 PM,74726,14.709,,,,,
352,09/27/19 08:30:00 PM,74795,14.517,,,,,
353,09/27/19 09:00:00 PM,74794,14.421,,,,,
354,09/27/19 09:30:00 PM,74792,14.325,,,,,
