,Dis Oxygen Sat.DOsat@JemezRiverSciEdCenter,Dis Oxygen Sat.DOsat@JemezRiverSciEdCenter,Dis Oxygen Sat.DOsat@JemezRiverSciEdCenter,Dis Oxygen Sat.DOsat@JemezRiverSciEdCenter,O2 (Dis).DOsat@JemezRiverSciEdCenter,O2 (Dis).DOsat@JemezRiverSciEdCenter,O2 (Dis).DOsat@JemezRiverSciEdCenter,O2 (Dis).DOsat@JemezRiverSciEdCenter,PH Voltage.pH_1@JemezRiverSciEdCenter,PH Voltage.pH_1@JemezRiverSciEdCenter,PH Voltage.pH_1@JemezRiverSciEdCenter,PH Voltage.pH_1@JemezRiverSciEdCenter,pH.pH@JemezRiverSciEdCenter,pH.pH@JemezRiverSciEdCenter,pH.pH@JemezRiverSciEdCenter,pH.pH@JemezRiverSciEdCenter,Sp Cond.SpCond@JemezRiverSciEdCenter,Sp Cond.SpCond@JemezRiverSciEdCenter,Sp Cond.SpCond@JemezRiverSciEdCenter,Sp Cond.SpCond@JemezRiverSciEdCenter,Turbidity.Turbidity@JemezRiverSciEdCenter,Turbidity.Turbidity@JemezRiverSciEdCenter,Turbidity.Turbidity@JemezRiverSciEdCenter,Turbidity.Turbidity@JemezRiverSciEdCenter,Water Temp.WaterTemp@JemezRiverSciEdCenter,Water Temp.WaterTemp@JemezRiverSciEdCenter,Water Temp.WaterTemp@JemezRiverSciEdCenter,Water Temp.WaterTemp@JemezRiverSciEdCenter
mm/dd/yyyy HH:MM:SS,%,,,,mg/l,,,,mV,,,,pH,,,,mS/cm,,,,NTU,,,,°C,,,
Date-Time,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code
05/03/2015 06:00:50,82,,,1,8.86,,,1,-41.1,,,1,7.63,,,1,0.549,,,1,8,,,1,11.78,,,1
05/03/2015 06:15:50,82,,,1,8.88,,,1,-41,,,1,7.63,,,1,0.544,,,1,8.7,,,1,11.69,,,1
05/03/2015 06:30:50,82,,,1,8.9,,,1,-41,,,1,7.63,,,1,0.544,,,1,7.9,,,1,11.61,,,1
05/03/2015 06:45:50,82.1,,,1,8.94,,,1,-40.8,,,1,7.62,,,1,0.543,,,1,8.1,,,1,11.51,,,1
05/03/2015 07:00:50,82.3,,,1,8.97,,,1,-41.2,,,1,7.63,,,1,0.544,,,1,9,,,1,11.43,,,1
05/03/2015 07:15:50,82.5,,,1,9.01,,,1,-41.3,,,1,7.63,,,1,0.544,,,1,6.8,,,1,11.37,,,1
05/03/2015 07:30:50,82.8,,,1,9.05,,,1,-41.5,,,1,7.64,,,1,0.544,,,1,9,,,1,11.32,,,1
05/03/2015 07:45:50,83.2,,,1,9.1,,,1,-41.1,,,1,7.63,,,1,0.537,,,1,6.7,,,1,11.3,,,1
05/03/2015 08:00:50,83.6,,,1,9.14,,,1,-41.5,,,1,7.63,,,1,0.537,,,1,6.9,,,1,11.31,,,1
05/03/2015 08:15:50,83.8,,,1,9.16,,,1,-42.1,,,1,7.65,,,1,0.537,,,1,6.7,,,1,11.33,,,1
05/03/2015 08:30:50,84,,,1,9.17,,,1,-42.4,,,1,7.65,,,1,0.536,,,1,6.2,,,1,11.37,,,1
05/03/2015 08:45:50,84.3,,,1,9.18,,,1,-42.8,,,1,7.66,,,1,0.538,,,1,5.7,,,1,11.47,,,1
05/03/2015 09:00:50,84.7,,,1,9.2,,,1,-43.2,,,1,7.67,,,1,0.538,,,1,6.2,,,1,11.58,,,1
05/03/2015 09:15:50,85.1,,,1,9.2,,,1,-44.1,,,1,7.68,,,1,0.54,,,1,6.1,,,1,11.77,,,1
05/03/2015 09:30:50,85.5,,,1,9.19,,,1,-44.6,,,1,7.69,,,1,0.539,,,1,5.7,,,1,12.02,,,1
05/03/2015 09:45:50,85.8,,,1,9.17,,,1,-45.3,,,1,7.7,,,1,0.54,,,1,5.4,,,1,12.29,,,1
05/03/2015 10:00:50,86.1,,,1,9.15,,,1,-46,,,1,7.71,,,1,0.539,,,1,5.8,,,1,12.55,,,1
05/03/2015 10:15:50,86.6,,,1,9.13,,,1,-47.1,,,1,7.73,,,1,0.539,,,1,8.7,,,1,12.87,,,1
05/03/2015 10:30:49,87,,,1,9.1,,,1,-48.5,,,1,7.75,,,1,0.54,,,1,7,,,1,13.26,,,1
05/03/2015 10:45:50,87.2,,,1,9.06,,,1,-50,,,1,7.78,,,1,0.539,,,1,8.4,,,1,13.58,,,1
05/03/2015 11:00:50,87.5,,,1,9.01,,,1,-51.4,,,1,7.81,,,1,0.54,,,1,6.2,,,1,13.97,,,1
05/03/2015 11:15:50,88,,,1,8.96,,,1,-57,,,1,7.9,,,1,0.54,,,1,5.7,,,1,14.46,,,1
05/03/2015 11:30:50,88.3,,,1,8.92,,,1,-57.9,,,1,7.92,,,1,0.541,,,1,6.6,,,1,14.83,,,1
05/03/2015 11:45:50,88.6,,,1,8.87,,,1,-58.8,,,1,7.93,,,1,0.545,,,1,5.7,,,1,15.27,,,1
05/03/2015 12:00:50,89,,,1,8.82,,,1,-59.6,,,1,7.95,,,1,0.545,,,1,5.9,,,1,15.7,,,1
05/03/2015 12:15:49,89.3,,,1,8.78,,,1,-60.1,,,1,7.95,,,1,0.547,,,1,6.8,,,1,16.08,,,1
05/03/2015 12:30:49,89.5,,,1,8.71,,,1,-60.5,,,1,7.96,,,1,0.548,,,1,6.4,,,1,16.57,,,1
05/03/2015 12:45:50,89.3,,,1,8.62,,,1,-61.5,,,1,7.97,,,1,0.548,,,1,6.1,,,1,16.98,,,1
05/03/2015 13:00:49,86.5,,,1,8.45,,,1,-59.1,,,1,7.94,,,1,0.545,,,1,5.7,,,1,16.45,,,1
05/03/2015 13:15:49,85.4,,,1,8.44,,,1,-56.3,,,1,7.89,,,1,0.541,,,1,6.3,,,1,15.88,,,1
05/03/2015 13:30:49,84.9,,,1,8.44,,,1,-54.6,,,1,7.86,,,1,0.54,,,1,6.2,,,1,15.58,,,1
05/03/2015 13:45:49,84.5,,,1,8.44,,,1,-53.3,,,1,7.84,,,1,0.542,,,1,6.4,,,1,15.37,,,1
05/03/2015 14:00:50,85.4,,,1,8.54,,,1,-53.2,,,1,7.83,,,1,0.542,,,1,6.1,,,1,15.33,,,1
05/03/2015 14:15:49,87.3,,,1,8.66,,,1,-54.7,,,1,7.86,,,1,0.541,,,1,6.1,,,1,15.7,,,1
05/03/2015 14:30:50,87.5,,,1,8.66,,,1,-55.3,,,1,7.87,,,1,0.538,,,1,5.4,,,1,15.82,,,1
05/03/2015 14:45:49,88.2,,,1,8.66,,,1,-56.3,,,1,7.89,,,1,0.541,,,1,5,,,1,16.15,,,1
05/03/2015 15:00:49,88.5,,,1,8.63,,,1,-57.3,,,1,7.9,,,1,0.54,,,1,5.4,,,1,16.48,,,1
05/03/2015 15:15:49,88.4,,,1,8.55,,,1,-58.3,,,1,7.92,,,1,0.539,,,1,5.7,,,1,16.87,,,1
05/03/2015 15:30:50,87.9,,,1,8.44,,,1,-59.2,,,1,7.93,,,1,0.54,,,1,5.4,,,1,17.24,,,1
05/03/2015 15:45:49,87.9,,,1,8.39,,,1,-59.7,,,1,7.94,,,1,0.536,,,1,5.2,,,1,17.51,,,1
05/03/2015 16:00:49,87.9,,,1,8.34,,,1,-60.1,,,1,7.95,,,1,0.537,,,1,5.9,,,1,17.82,,,1
05/03/2015 16:15:50,87.8,,,1,8.28,,,1,-61,,,1,7.96,,,1,0.536,,,1,5.2,,,1,18.12,,,1
05/03/2015 16:30:49,86.5,,,1,8.18,,,1,-59.8,,,1,7.94,,,1,0.537,,,1,5.3,,,1,17.97,,,1
05/03/2015 16:45:50,85.9,,,1,8.17,,,1,-58.3,,,1,7.92,,,1,0.534,,,1,4.8,,,1,17.73,,,1
05/03/2015 17:00:49,85.8,,,1,8.17,,,1,-57.2,,,1,7.9,,,1,0.532,,,1,6.5,,,1,17.61,,,1
05/03/2015 17:15:49,85.2,,,1,8.14,,,1,-56.1,,,1,7.88,,,1,0.533,,,1,6.2,,,1,17.44,,,1
05/03/2015 17:30:50,85.4,,,1,8.2,,,1,-55,,,1,7.86,,,1,0.532,,,1,5.6,,,1,17.24,,,1
05/03/2015 17:45:49,85.3,,,1,8.22,,,1,-54.4,,,1,7.85,,,1,0.532,,,1,5.7,,,1,17.09,,,1
05/03/2015 18:00:49,84.7,,,1,8.19,,,1,-53.5,,,1,7.83,,,1,0.532,,,1,5.1,,,1,16.89,,,1
05/03/2015 18:15:50,84.3,,,1,8.19,,,1,-52.9,,,1,7.82,,,1,0.535,,,1,5.5,,,1,16.67,,,1
05/03/2015 18:30:50,83.7,,,1,8.17,,,1,-51.9,,,1,7.81,,,1,0.535,,,1,6.4,,,1,16.44,,,1
05/03/2015 18:45:50,83,,,1,8.14,,,1,-51.6,,,1,7.8,,,1,0.534,,,1,5.2,,,1,16.24,,,1
05/03/2015 19:00:50,82.7,,,1,8.13,,,1,-50.6,,,1,7.79,,,1,0.533,,,1,5.6,,,1,16.13,,,1
05/03/2015 19:15:50,82.5,,,1,8.12,,,1,-50,,,1,7.78,,,1,0.533,,,1,6.2,,,1,16.03,,,1
05/03/2015 19:30:49,82.4,,,1,8.13,,,1,-49.1,,,1,7.76,,,1,0.534,,,1,6.2,,,1,15.96,,,1
05/03/2015 19:45:49,82.2,,,1,8.12,,,1,-48.2,,,1,7.74,,,1,0.535,,,1,5.9,,,1,15.86,,,1
05/03/2015 20:00:49,82,,,1,8.12,,,1,-46.9,,,1,7.72,,,1,0.535,,,1,5.3,,,1,15.76,,,1
05/03/2015 20:15:49,81.8,,,1,8.12,,,1,-46,,,1,7.71,,,1,0.534,,,1,5.8,,,1,15.64,,,1
05/03/2015 20:30:49,81.7,,,1,8.14,,,1,-45.2,,,1,7.69,,,1,0.532,,,1,5.1,,,1,15.52,,,1
05/03/2015 20:45:50,81.7,,,1,8.15,,,1,-44.1,,,1,7.67,,,1,0.53,,,1,6.6,,,1,15.42,,,1
05/03/2015 21:00:50,81.7,,,1,8.18,,,1,-43.6,,,1,7.66,,,1,0.53,,,1,6.1,,,1,15.26,,,1
05/03/2015 21:15:50,81.7,,,1,8.21,,,1,-43.3,,,1,7.66,,,1,0.529,,,1,7.1,,,1,15.1,,,1
05/03/2015 21:30:50,81.7,,,1,8.24,,,1,-43.2,,,1,7.66,,,1,0.529,,,1,6.3,,,1,14.96,,,1
05/03/2015 21:45:50,81.7,,,1,8.27,,,1,-43.4,,,1,7.66,,,1,0.526,,,1,6.8,,,1,14.79,,,1
05/03/2015 22:00:50,81.8,,,1,8.3,,,1,-42.7,,,1,7.65,,,1,0.521,,,1,6.2,,,1,14.63,,,1
05/03/2015 22:15:50,81.8,,,1,8.32,,,1,-42,,,1,7.64,,,1,0.516,,,1,6.5,,,1,14.52,,,1
05/03/2015 22:30:50,81.8,,,1,8.34,,,1,-42.2,,,1,7.64,,,1,0.512,,,1,5.9,,,1,14.39,,,1
05/03/2015 22:45:50,81.8,,,1,8.37,,,1,-42.5,,,1,7.65,,,1,0.51,,,1,6.4,,,1,14.26,,,1
05/03/2015 23:00:50,81.8,,,1,8.4,,,1,-42.5,,,1,7.65,,,1,0.508,,,1,6.5,,,1,14.12,,,1
05/03/2015 23:15:50,81.8,,,1,8.42,,,1,-42.6,,,1,7.65,,,1,0.506,,,1,6.4,,,1,14.01,,,1
05/03/2015 23:30:50,81.8,,,1,8.44,,,1,-42.6,,,1,7.65,,,1,0.506,,,1,6.5,,,1,13.89,,,1
05/03/2015 23:45:50,81.9,,,1,8.47,,,1,-42.6,,,1,7.65,,,1,0.508,,,1,7.2,,,1,13.76,,,1
05/04/2015 00:00:50,81.9,,,1,8.49,,,1,-42.3,,,1,7.64,,,1,0.507,,,1,6.9,,,1,13.64,,,1
05/04/2015 00:15:50,81.9,,,1,8.52,,,1,-42.4,,,1,7.65,,,1,0.508,,,1,6.5,,,1,13.53,,,1
05/04/2015 00:30:50,81.9,,,1,8.54,,,1,-42.9,,,1,7.66,,,1,0.51,,,1,6.3,,,1,13.41,,,1
05/04/2015 00:45:50,81.9,,,1,8.56,,,1,-41.6,,,1,7.63,,,1,0.511,,,1,6.7,,,1,13.29,,,1
05/04/2015 01:00:50,81.9,,,1,8.58,,,1,-42.4,,,1,7.65,,,1,0.511,,,1,6.8,,,1,13.19,,,1
05/04/2015 01:15:50,81.9,,,1,8.6,,,1,-42.1,,,1,7.64,,,1,0.512,,,1,7.3,,,1,13.09,,,1
05/04/2015 01:30:50,81.9,,,1,8.61,,,1,-42.1,,,1,7.64,,,1,0.512,,,1,7,,,1,12.99,,,1
05/04/2015 01:45:50,81.9,,,1,8.64,,,1,-42.1,,,1,7.64,,,1,0.513,,,1,6.8,,,1,12.91,,,1
05/04/2015 02:00:50,82,,,1,8.66,,,1,-41.9,,,1,7.64,,,1,0.514,,,1,7.5,,,1,12.83,,,1
05/04/2015 02:15:50,82,,,1,8.67,,,1,-41.9,,,1,7.64,,,1,0.513,,,1,7.9,,,1,12.76,,,1
05/04/2015 02:30:50,82,,,1,8.69,,,1,-41.7,,,1,7.64,,,1,0.513,,,1,7.5,,,1,12.69,,,1
05/04/2015 02:45:50,82,,,1,8.7,,,1,-41.6,,,1,7.63,,,1,0.52,,,1,7.1,,,1,12.63,,,1
05/04/2015 03:00:50,82.1,,,1,8.72,,,1,-41.6,,,1,7.63,,,1,0.519,,,1,7.5,,,1,12.58,,,1
05/04/2015 03:15:50,82.1,,,1,8.73,,,1,-41.5,,,1,7.63,,,1,0.519,,,1,7,,,1,12.53,,,1
05/04/2015 03:30:50,82,,,1,8.73,,,1,-41.3,,,1,7.63,,,1,0.501,,,1,7.3,,,1,12.47,,,1
05/04/2015 03:45:50,82,,,1,8.74,,,1,-41.4,,,1,7.63,,,1,0.488,,,1,7.1,,,1,12.41,,,1
05/04/2015 04:00:50,82,,,1,8.76,,,1,-41.4,,,1,7.63,,,1,0.474,,,1,8.4,,,1,12.36,,,1
05/04/2015 04:15:50,82,,,1,8.77,,,1,-41.5,,,1,7.63,,,1,0.46,,,1,7.4,,,1,12.28,,,1
05/04/2015 04:30:50,82,,,1,8.79,,,1,-41.5,,,1,7.63,,,1,0.456,,,1,7.9,,,1,12.21,,,1
05/04/2015 04:45:50,82,,,1,8.8,,,1,-41.4,,,1,7.63,,,1,0.446,,,1,7.5,,,1,12.13,,,1
05/04/2015 05:00:50,82,,,1,8.81,,,1,-41.1,,,1,7.63,,,1,0.432,,,1,7.8,,,1,12.06,,,1
05/04/2015 05:15:50,82,,,1,8.83,,,1,-41,,,1,7.62,,,1,0.422,,,1,7.9,,,1,11.99,,,1
05/04/2015 05:30:50,82,,,1,8.84,,,1,-40.8,,,1,7.62,,,1,0.375,,,1,7.5,,,1,11.92,,,1
05/04/2015 05:45:50,82,,,1,8.86,,,1,-41.1,,,1,7.63,,,1,0.371,,,1,8,,,1,11.85,,,1
05/04/2015 06:00:50,82,,,1,8.87,,,1,-40.8,,,1,7.62,,,1,0.369,,,1,9.4,,,1,11.78,,,1
05/04/2015 06:15:50,82,,,1,8.88,,,1,-40.8,,,1,7.62,,,1,0.368,,,1,10.5,,,1,11.71,,,1
05/04/2015 06:30:50,82,,,1,8.91,,,1,-40.8,,,1,7.62,,,1,0.366,,,1,15.8,,,1,11.63,,,1
05/04/2015 06:45:50,82.2,,,1,8.94,,,1,-40.9,,,1,7.62,,,1,0.362,,,1,9.1,,,1,11.55,,,1
05/04/2015 07:00:50,82.3,,,1,8.97,,,1,-40.8,,,1,7.62,,,1,0.36,,,1,9.8,,,1,11.49,,,1
05/04/2015 07:15:50,82.4,,,1,8.99,,,1,-40.8,,,1,7.62,,,1,0.359,,,1,9.1,,,1,11.42,,,1
05/04/2015 07:30:50,82.6,,,1,9.02,,,1,-40.7,,,1,7.62,,,1,0.353,,,1,7.9,,,1,11.36,,,1
05/04/2015 07:45:50,82.8,,,1,9.05,,,1,-41.1,,,1,7.63,,,1,0.352,,,1,9.1,,,1,11.33,,,1
05/04/2015 08:00:50,83,,,1,9.08,,,1,-41.3,,,1,7.63,,,1,0.349,,,1,8.2,,,1,11.31,,,1
05/04/2015 08:15:50,83.4,,,1,9.12,,,1,-41.7,,,1,7.64,,,1,0.348,,,1,7.7,,,1,11.32,,,1
05/04/2015 08:30:50,83.7,,,1,9.15,,,1,-42.1,,,1,7.65,,,1,0.343,,,1,7.4,,,1,11.33,,,1
05/04/2015 08:45:50,83.8,,,1,9.16,,,1,-42.4,,,1,7.65,,,1,0.342,,,1,7.9,,,1,11.38,,,1
05/04/2015 09:00:50,84.3,,,1,9.18,,,1,-42.8,,,1,7.66,,,1,0.342,,,1,7.3,,,1,11.51,,,1
05/04/2015 09:15:50,84.7,,,1,9.19,,,1,-43.3,,,1,7.67,,,1,0.34,,,1,7.2,,,1,11.67,,,1
05/04/2015 09:30:50,85.1,,,1,9.2,,,1,-43.8,,,1,7.68,,,1,0.336,,,1,7,,,1,11.8,,,1
05/04/2015 09:45:50,85.5,,,1,9.21,,,1,-44.6,,,1,7.69,,,1,0.334,,,1,6.8,,,1,11.98,,,1
05/04/2015 10:00:50,85.9,,,1,9.19,,,1,-47.4,,,1,7.74,,,1,0.33,,,1,6.7,,,1,12.29,,,1
05/04/2015 10:15:50,86.2,,,1,9.17,,,1,-48.7,,,1,7.76,,,1,0.331,,,1,7.5,,,1,12.53,,,1
05/04/2015 10:30:50,86.5,,,1,9.14,,,1,-51.9,,,1,7.82,,,1,0.327,,,1,7.2,,,1,12.84,,,1
05/04/2015 10:45:50,86.7,,,1,9.1,,,1,-52.8,,,1,7.83,,,1,0.327,,,1,7.3,,,1,13.13,,,1
05/04/2015 11:00:50,87.2,,,1,9.07,,,1,-53.8,,,1,7.85,,,1,0.319,,,1,7,,,1,13.53,,,1
05/04/2015 11:15:50,87.7,,,1,9.02,,,1,-54.8,,,1,7.87,,,1,0.341,,,1,6.7,,,1,14.01,,,1
05/04/2015 11:30:50,87.8,,,1,8.96,,,1,-56,,,1,7.89,,,1,0.331,,,1,6.7,,,1,14.42,,,1
05/04/2015 11:45:50,88,,,1,8.91,,,1,-56.5,,,1,7.89,,,1,0.324,,,1,7.4,,,1,14.76,,,1
05/04/2015 12:00:50,87.3,,,1,8.82,,,1,-56,,,1,7.88,,,1,0.32,,,1,7,,,1,14.87,,,1
05/04/2015 12:15:50,87.5,,,1,8.8,,,1,-56.2,,,1,7.89,,,1,0.317,,,1,7.9,,,1,15.12,,,1
05/04/2015 12:30:49,87.7,,,1,8.75,,,1,-57.1,,,1,7.9,,,1,0.326,,,1,6.8,,,1,15.45,,,1
05/04/2015 12:45:50,88.3,,,1,8.72,,,1,-58.1,,,1,7.92,,,1,0.325,,,1,7,,,1,15.94,,,1
05/04/2015 13:00:50,88.1,,,1,8.64,,,1,-58.8,,,1,7.93,,,1,0.321,,,1,7.1,,,1,16.29,,,1
05/04/2015 13:15:49,88.7,,,1,8.6,,,1,-60,,,1,7.95,,,1,0.318,,,1,6.1,,,1,16.83,,,1
05/04/2015 13:30:50,88.9,,,1,8.54,,,1,-60.9,,,1,7.96,,,1,0.316,,,1,6.9,,,1,17.28,,,1
05/04/2015 13:45:50,88,,,1,8.41,,,1,-60.7,,,1,7.96,,,1,0.318,,,1,6,,,1,17.47,,,1
05/04/2015 14:00:49,87.1,,,1,8.32,,,1,-60.7,,,1,7.96,,,1,0.319,,,1,6,,,1,17.5,,,1
05/04/2015 14:15:49,86.5,,,1,8.29,,,1,-59.9,,,1,7.95,,,1,0.318,,,1,6.8,,,1,17.36,,,1
05/04/2015 14:30:49,85.2,,,1,8.2,,,1,-58.2,,,1,7.92,,,1,0.32,,,1,9.1,,,1,17.17,,,1
05/04/2015 14:45:50,84.5,,,1,8.16,,,1,-56.3,,,1,7.88,,,1,0.319,,,1,6,,,1,16.99,,,1
05/04/2015 15:00:49,86.6,,,1,8.31,,,1,-56,,,1,7.88,,,1,0.319,,,1,5.9,,,1,17.3,,,1
05/04/2015 15:15:50,87.5,,,1,8.36,,,1,-57.3,,,1,7.9,,,1,0.344,,,1,6.4,,,1,17.49,,,1
05/04/2015 15:30:49,86.1,,,1,8.26,,,1,-56.3,,,1,7.88,,,1,0.336,,,1,5.7,,,1,17.31,,,1
05/04/2015 15:45:49,84.9,,,1,8.17,,,1,-55.2,,,1,7.86,,,1,0.335,,,1,5.9,,,1,17.16,,,1
05/04/2015 16:00:49,83.7,,,1,8.09,,,1,-54,,,1,7.84,,,1,0.336,,,1,6.2,,,1,16.96,,,1
05/04/2015 16:15:50,82.6,,,1,8.01,,,1,-52.7,,,1,7.82,,,1,0.33,,,1,5.9,,,1,16.8,,,1
05/04/2015 16:30:50,82.4,,,1,8.01,,,1,-51.9,,,1,7.81,,,1,0.325,,,1,5.9,,,1,16.69,,,1
05/04/2015 16:45:49,82.6,,,1,8.04,,,1,-51.5,,,1,7.8,,,1,0.327,,,1,6.1,,,1,16.65,,,1
05/04/2015 17:00:49,83.3,,,1,8.12,,,1,-51.6,,,1,7.8,,,1,0.321,,,1,6.2,,,1,16.56,,,1
05/04/2015 17:15:50,83.9,,,1,8.2,,,1,-51.8,,,1,7.8,,,1,0.323,,,1,6,,,1,16.42,,,1
05/04/2015 17:30:49,84.6,,,1,8.28,,,1,-51.8,,,1,7.81,,,1,0.318,,,1,5.7,,,1,16.36,,,1
05/04/2015 17:45:50,84.6,,,1,8.29,,,1,-51.8,,,1,7.8,,,1,0.333,,,1,5.9,,,1,16.27,,,1
05/04/2015 18:00:50,84.4,,,1,8.3,,,1,-51.5,,,1,7.8,,,1,0.327,,,1,6,,,1,16.18,,,1
05/04/2015 18:15:50,84.3,,,1,8.31,,,1,-51.1,,,1,7.79,,,1,0.328,,,1,6.2,,,1,16.07,,,1
05/04/2015 18:30:49,83.7,,,1,8.26,,,1,-50.5,,,1,7.78,,,1,0.327,,,1,5.9,,,1,15.95,,,1
05/04/2015 18:45:50,82.9,,,1,8.2,,,1,-49.8,,,1,7.77,,,1,0.324,,,1,6.1,,,1,15.87,,,1
05/04/2015 19:00:50,82.3,,,1,8.17,,,1,-49.1,,,1,7.76,,,1,0.321,,,1,5.9,,,1,15.68,,,1
05/04/2015 19:15:50,81.9,,,1,8.16,,,1,-48.3,,,1,7.75,,,1,0.316,,,1,6.1,,,1,15.52,,,1
05/04/2015 19:30:50,81.7,,,1,8.17,,,1,-48,,,1,7.74,,,1,0.304,,,1,6.3,,,1,15.36,,,1
05/04/2015 19:45:50,81.7,,,1,8.2,,,1,-47.7,,,1,7.74,,,1,0.295,,,1,7.2,,,1,15.17,,,1
05/04/2015 20:00:50,81.7,,,1,8.24,,,1,-46.6,,,1,7.72,,,1,0.27,,,1,8.1,,,1,15,,,1
05/04/2015 20:15:50,81.7,,,1,8.26,,,1,-45.5,,,1,7.7,,,1,0.253,,,1,8.4,,,1,14.87,,,1
05/04/2015 20:30:50,81.7,,,1,8.28,,,1,-44.9,,,1,7.69,,,1,0.241,,,1,9.7,,,1,14.77,,,1
05/04/2015 20:45:50,81.7,,,1,8.29,,,1,-44.4,,,1,7.68,,,1,0.23,,,1,10.6,,,1,14.66,,,1
05/04/2015 21:00:50,81.7,,,1,8.32,,,1,-43.8,,,1,7.67,,,1,0.227,,,1,10.5,,,1,14.55,,,1
05/04/2015 21:15:50,81.7,,,1,8.33,,,1,-43.3,,,1,7.66,,,1,0.22,,,1,10.3,,,1,14.43,,,1
05/04/2015 21:30:50,81.7,,,1,8.36,,,1,-42.8,,,1,7.65,,,1,0.216,,,1,10.2,,,1,14.3,,,1
05/04/2015 21:45:50,81.8,,,1,8.38,,,1,-42.5,,,1,7.65,,,1,0.215,,,1,9.8,,,1,14.2,,,1
05/04/2015 22:00:50,81.8,,,1,8.4,,,1,-42.2,,,1,7.64,,,1,0.209,,,1,10.8,,,1,14.12,,,1
05/04/2015 22:15:50,81.8,,,1,8.41,,,1,-42.1,,,1,7.64,,,1,0.205,,,1,13.1,,,1,14.05,,,1
05/04/2015 22:30:50,81.8,,,1,8.43,,,1,-41.7,,,1,7.63,,,1,0.198,,,1,14.8,,,1,14,,,1
05/04/2015 22:45:50,81.9,,,1,8.44,,,1,-41.6,,,1,7.63,,,1,0.196,,,1,10.5,,,1,13.96,,,1
05/04/2015 23:00:50,81.9,,,1,8.45,,,1,-41.3,,,1,7.62,,,1,0.191,,,1,10.1,,,1,13.91,,,1
05/04/2015 23:15:50,81.9,,,1,8.47,,,1,-41.1,,,1,7.62,,,1,0.187,,,1,10.3,,,1,13.83,,,1
05/04/2015 23:30:50,81.9,,,1,8.48,,,1,-40.8,,,1,7.62,,,1,0.182,,,1,10.1,,,1,13.75,,,1
05/04/2015 23:45:50,81.9,,,1,8.5,,,1,-40.5,,,1,7.61,,,1,0.175,,,1,10.9,,,1,13.67,,,1
05/05/2015 00:00:50,81.9,,,1,8.51,,,1,-40.4,,,1,7.61,,,1,0.174,,,1,10.3,,,1,13.61,,,1
05/05/2015 00:15:50,81.9,,,1,8.52,,,1,-40.2,,,1,7.61,,,1,0.177,,,1,10.7,,,1,13.55,,,1
05/05/2015 00:30:50,81.9,,,1,8.53,,,1,-40,,,1,7.6,,,1,0.173,,,1,10.1,,,1,13.49,,,1
05/05/2015 00:45:50,81.9,,,1,8.54,,,1,-40,,,1,7.6,,,1,0.172,,,1,11.6,,,1,13.44,,,1
05/05/2015 01:00:50,81.9,,,1,8.55,,,1,-40.1,,,1,7.61,,,1,0.172,,,1,11.4,,,1,13.38,,,1
05/05/2015 01:15:50,81.9,,,1,8.56,,,1,-40.1,,,1,7.61,,,1,0.173,,,1,10,,,1,13.33,,,1
05/05/2015 01:30:50,81.9,,,1,8.57,,,1,-39.9,,,1,7.6,,,1,0.167,,,1,10.9,,,1,13.28,,,1
05/05/2015 01:45:50,81.8,,,1,8.57,,,1,-39.9,,,1,7.6,,,1,0.165,,,1,12,,,1,13.24,,,1
05/05/2015 02:00:50,81.9,,,1,8.59,,,1,-40.1,,,1,7.61,,,1,0.165,,,1,10.4,,,1,13.2,,,1
05/05/2015 02:15:50,81.8,,,1,8.59,,,1,-40,,,1,7.6,,,1,0.167,,,1,10.9,,,1,13.14,,,1
05/05/2015 02:30:50,81.8,,,1,8.6,,,1,-40,,,1,7.61,,,1,0.163,,,1,12.3,,,1,13.08,,,1
05/05/2015 02:45:50,81.8,,,1,8.61,,,1,-39.9,,,1,7.6,,,1,0.166,,,1,13.4,,,1,13.01,,,1
05/05/2015 03:00:50,81.8,,,1,8.62,,,1,-39.8,,,1,7.6,,,1,0.175,,,1,25.2,,,1,12.93,,,1
05/05/2015 03:15:50,81.8,,,1,8.64,,,1,-39.5,,,1,7.6,,,1,0.165,,,1,12.6,,,1,12.85,,,1
05/05/2015 03:30:50,81.7,,,1,8.65,,,1,-39.4,,,1,7.59,,,1,0.163,,,1,12,,,1,12.76,,,1
05/05/2015 03:45:50,81.7,,,1,8.67,,,1,-39.4,,,1,7.59,,,1,0.161,,,1,12.3,,,1,12.66,,,1
05/05/2015 04:00:50,81.7,,,1,8.69,,,1,-39.1,,,1,7.59,,,1,0.161,,,1,12.3,,,1,12.56,,,1
05/05/2015 04:15:50,81.7,,,1,8.71,,,1,-38.8,,,1,7.58,,,1,0.161,,,1,11.9,,,1,12.45,,,1
05/05/2015 04:30:50,81.7,,,1,8.73,,,1,-38.7,,,1,7.58,,,1,0.159,,,1,12.8,,,1,12.37,,,1
05/05/2015 04:45:50,81.8,,,1,8.75,,,1,-38.8,,,1,7.59,,,1,0.159,,,1,16.6,,,1,12.3,,,1
