,Dis Oxygen Sat.DOsat@HistoryGroveCreek,Dis Oxygen Sat.DOsat@HistoryGroveCreek,Dis Oxygen Sat.DOsat@HistoryGroveCreek,Dis Oxygen Sat.DOsat@HistoryGroveCreek,O2 (Dis).DO@HistoryGroveCreek,O2 (Dis).DO@HistoryGroveCreek,O2 (Dis).DO@HistoryGroveCreek,O2 (Dis).DO@HistoryGroveCreek,PH Voltage.pH_1@HistoryGroveCreek,PH Voltage.pH_1@HistoryGroveCreek,PH Voltage.pH_1@HistoryGroveCreek,PH Voltage.pH_1@HistoryGroveCreek,pH.pH@HistoryGroveCreek,pH.pH@HistoryGroveCreek,pH.pH@HistoryGroveCreek,pH.pH@HistoryGroveCreek,Sp Cond.SpCond@HistoryGroveCreek,Sp Cond.SpCond@HistoryGroveCreek,Sp Cond.SpCond@HistoryGroveCreek,Sp Cond.SpCond@HistoryGroveCreek,Turbidity.Turbidity@HistoryGroveCreek,Turbidity.Turbidity@HistoryGroveCreek,Turbidity.Turbidity@HistoryGroveCreek,Turbidity.Turbidity@HistoryGroveCreek,Water Temp.Temp@HistoryGroveCreek,Water Temp.Temp@HistoryGroveCreek,Water Temp.Temp@HistoryGroveCreek,Water Temp.Temp@HistoryGroveCreek
mm/dd/yyyy HH:MM:SS,%,,,,mg/l,,,,mV,,,,pH,,,,µS/cm,,,,NTU,,,,°C,,,
Date-Time,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code
08/20/2012 22:45:40,80.8,,,1,8.44,,,1,-46.1,,,1,7.07,,,1,35,,,1,4,,,1,13.35,,,1
08/20/2012 23:00:40,80.9,,,1,8.46,,,1,-46.4,,,1,7.07,,,1,35,,,1,4,,,1,13.32,,,1
08/20/2012 23:15:40,80.8,,,1,8.46,,,1,-47.5,,,1,7.09,,,1,36,,,1,7.5,,,1,13.27,,,1
08/20/2012 23:30:40,80.7,,,1,8.46,,,1,-47.3,,,1,7.09,,,1,37,,,1,6.5,,,1,13.22,,,1
08/20/2012 23:45:40,80.7,,,1,8.48,,,1,-46.8,,,1,7.08,,,1,38,,,1,6.4,,,1,13.15,,,1
08/21/2012 00:00:40,80.8,,,1,8.5,,,1,-47,,,1,7.08,,,1,37,,,1,5.4,,,1,13.06,,,1
08/21/2012 00:15:40,80.8,,,1,8.51,,,1,-46.6,,,1,7.08,,,1,38,,,1,5,,,1,12.97,,,1
08/21/2012 00:30:40,80.8,,,1,8.54,,,1,-46.9,,,1,7.08,,,1,38,,,1,5,,,1,12.87,,,1
08/21/2012 00:45:40,80.8,,,1,8.56,,,1,-46.8,,,1,7.08,,,1,38,,,1,5.5,,,1,12.78,,,1
08/21/2012 01:00:40,80.8,,,1,8.57,,,1,-46.3,,,1,7.07,,,1,38,,,1,5.2,,,1,12.71,,,1
08/21/2012 01:15:40,81,,,1,8.6,,,1,-47.3,,,1,7.09,,,1,39,,,1,4.6,,,1,12.66,,,1
08/21/2012 01:30:40,81,,,1,8.6,,,1,-47.7,,,1,7.1,,,1,42,,,1,4.8,,,1,12.64,,,1
08/21/2012 01:45:40,81.1,,,1,8.62,,,1,-48.2,,,1,7.11,,,1,42,,,1,5.4,,,1,12.61,,,1
08/21/2012 02:00:40,81.1,,,1,8.63,,,1,-48.4,,,1,7.11,,,1,42,,,1,5.1,,,1,12.56,,,1
08/21/2012 02:15:40,81.2,,,1,8.65,,,1,-48,,,1,7.1,,,1,44,,,1,5.3,,,1,12.51,,,1
08/21/2012 02:30:40,81.2,,,1,8.66,,,1,-48,,,1,7.1,,,1,46,,,1,5,,,1,12.45,,,1
08/21/2012 02:45:40,81.3,,,1,8.69,,,1,-47.8,,,1,7.1,,,1,49,,,1,5.1,,,1,12.36,,,1
08/21/2012 03:00:40,81.4,,,1,8.72,,,1,-47.4,,,1,7.09,,,1,50,,,1,4.8,,,1,12.28,,,1
08/21/2012 03:15:40,81.5,,,1,8.75,,,1,-47.1,,,1,7.09,,,1,49,,,1,5,,,1,12.19,,,1
08/21/2012 03:30:40,81.5,,,1,8.77,,,1,-47.1,,,1,7.09,,,1,48,,,1,4.5,,,1,12.1,,,1
08/21/2012 03:45:40,81.6,,,1,8.79,,,1,-46.7,,,1,7.08,,,1,48,,,1,4.8,,,1,12.02,,,1
08/21/2012 04:00:40,81.5,,,1,8.8,,,1,-46.4,,,1,7.07,,,1,48,,,1,10,,,1,11.93,,,1
08/21/2012 04:15:40,81.7,,,1,8.84,,,1,-46.7,,,1,7.08,,,1,52,,,1,5,,,1,11.84,,,1
08/21/2012 04:30:40,81.9,,,1,8.87,,,1,-46.6,,,1,7.08,,,1,52,,,1,4.6,,,1,11.77,,,1
08/21/2012 04:45:40,81.9,,,1,8.89,,,1,-46.6,,,1,7.08,,,1,52,,,1,6.1,,,1,11.7,,,1
08/21/2012 05:00:40,81.4,,,1,8.85,,,1,-46,,,1,7.07,,,1,53,,,1,5,,,1,11.62,,,1
08/21/2012 05:15:40,81.7,,,1,8.9,,,1,-45.5,,,1,7.06,,,1,55,,,1,4.8,,,1,11.55,,,1
08/21/2012 05:30:40,82,,,1,8.94,,,1,-45.2,,,1,7.05,,,1,55,,,1,5,,,1,11.47,,,1
08/21/2012 05:45:40,82.2,,,1,8.98,,,1,-45.3,,,1,7.05,,,1,55,,,1,4.7,,,1,11.4,,,1
08/21/2012 06:00:40,82.4,,,1,9.02,,,1,-45.2,,,1,7.05,,,1,57,,,1,5.4,,,1,11.33,,,1
08/21/2012 06:15:40,82.6,,,1,9.06,,,1,-45.3,,,1,7.05,,,1,56,,,1,5,,,1,11.26,,,1
08/21/2012 06:30:40,82.8,,,1,9.09,,,1,-45.2,,,1,7.05,,,1,56,,,1,5.1,,,1,11.19,,,1
08/21/2012 06:45:40,83,,,1,9.13,,,1,-44.9,,,1,7.05,,,1,56,,,1,4.9,,,1,11.12,,,1
08/21/2012 07:00:40,83.3,,,1,9.17,,,1,-45.2,,,1,7.05,,,1,56,,,1,5.1,,,1,11.07,,,1
08/21/2012 07:15:40,83.5,,,1,9.21,,,1,-45.2,,,1,7.05,,,1,56,,,1,4.7,,,1,11.03,,,1
08/21/2012 07:30:40,83.8,,,1,9.24,,,1,-45.5,,,1,7.06,,,1,56,,,1,4.5,,,1,11.01,,,1
08/21/2012 07:45:40,84,,,1,9.25,,,1,-45.8,,,1,7.06,,,1,55,,,1,4.8,,,1,11.02,,,1
08/21/2012 08:00:40,84.2,,,1,9.28,,,1,-46.1,,,1,7.07,,,1,55,,,1,4.7,,,1,11.04,,,1
08/21/2012 08:15:40,84.6,,,1,9.31,,,1,-46.9,,,1,7.08,,,1,55,,,1,4.7,,,1,11.09,,,1
08/21/2012 08:30:40,84.8,,,1,9.31,,,1,-47.4,,,1,7.09,,,1,55,,,1,4.7,,,1,11.16,,,1
08/21/2012 08:45:40,85.2,,,1,9.34,,,1,-48,,,1,7.1,,,1,55,,,1,4.3,,,1,11.25,,,1
08/21/2012 09:00:40,85.7,,,1,9.38,,,1,-49,,,1,7.12,,,1,55,,,1,4.5,,,1,11.34,,,1
08/21/2012 09:15:40,86.1,,,1,9.38,,,1,-50,,,1,7.14,,,1,55,,,1,4.5,,,1,11.5,,,1
08/21/2012 09:30:40,86.4,,,1,9.39,,,1,-51.3,,,1,7.16,,,1,55,,,1,4.6,,,1,11.65,,,1
08/21/2012 09:45:40,86.7,,,1,9.37,,,1,-53.2,,,1,7.2,,,1,54,,,1,4.3,,,1,11.84,,,1
08/21/2012 10:00:40,87.3,,,1,9.4,,,1,-54.4,,,1,7.22,,,1,54,,,1,4.3,,,1,12.04,,,1
08/21/2012 10:15:40,88.3,,,1,9.42,,,1,-55.5,,,1,7.24,,,1,54,,,1,4.7,,,1,12.43,,,1
08/21/2012 10:30:40,89.1,,,1,9.41,,,1,-58.7,,,1,7.3,,,1,52,,,1,5,,,1,12.91,,,1
08/21/2012 10:45:40,89.6,,,1,9.38,,,1,-59.6,,,1,7.32,,,1,54,,,1,4.7,,,1,13.29,,,1
08/21/2012 11:00:40,89.7,,,1,9.31,,,1,-60,,,1,7.32,,,1,52,,,1,4.7,,,1,13.65,,,1
08/21/2012 11:15:40,89.5,,,1,9.27,,,1,-60.2,,,1,7.33,,,1,51,,,1,4.8,,,1,13.78,,,1
08/21/2012 11:30:40,89.4,,,1,9.29,,,1,-57.5,,,1,7.28,,,1,49,,,1,4.7,,,1,13.65,,,1
08/21/2012 11:45:40,89.3,,,1,9.29,,,1,-54.7,,,1,7.23,,,1,48,,,1,4.3,,,1,13.54,,,1
08/21/2012 12:00:40,89.8,,,1,9.24,,,1,-56.7,,,1,7.26,,,1,47,,,1,4.8,,,1,14.08,,,1
08/21/2012 12:15:40,89.7,,,1,9.15,,,1,-58.9,,,1,7.3,,,1,46,,,1,4.7,,,1,14.48,,,1
08/21/2012 12:30:40,89.4,,,1,9.07,,,1,-61.5,,,1,7.35,,,1,45,,,1,5.1,,,1,14.71,,,1
08/21/2012 12:45:40,89.2,,,1,9,,,1,-62.4,,,1,7.37,,,1,43,,,1,4.8,,,1,14.99,,,1
08/21/2012 13:00:40,89,,,1,8.92,,,1,-62.9,,,1,7.38,,,1,42,,,1,5,,,1,15.33,,,1
08/21/2012 13:15:40,88.4,,,1,8.88,,,1,-58.5,,,1,7.3,,,1,42,,,1,4.7,,,1,15.15,,,1
08/21/2012 13:30:40,88.5,,,1,8.89,,,1,-55.4,,,1,7.24,,,1,40,,,1,4.8,,,1,15.22,,,1
08/21/2012 13:45:40,89.1,,,1,8.87,,,1,-58.5,,,1,7.29,,,1,39,,,1,4.7,,,1,15.6,,,1
08/21/2012 14:00:40,89.7,,,1,8.84,,,1,-62.4,,,1,7.37,,,1,38,,,1,5,,,1,16.1,,,1
08/21/2012 14:15:40,89.4,,,1,8.74,,,1,-63.6,,,1,7.39,,,1,37,,,1,4.9,,,1,16.42,,,1
08/21/2012 14:30:40,88.5,,,1,8.64,,,1,-63.4,,,1,7.38,,,1,37,,,1,5,,,1,16.49,,,1
08/21/2012 14:45:40,88,,,1,8.62,,,1,-57.6,,,1,7.28,,,1,36,,,1,4.6,,,1,16.37,,,1
08/21/2012 15:00:40,86.6,,,1,8.54,,,1,-53.8,,,1,7.21,,,1,36,,,1,4.7,,,1,16.03,,,1
08/21/2012 15:15:40,86.7,,,1,8.57,,,1,-51.6,,,1,7.17,,,1,36,,,1,4.6,,,1,15.9,,,1
08/21/2012 15:30:40,86.3,,,1,8.57,,,1,-50.1,,,1,7.14,,,1,36,,,1,4.3,,,1,15.74,,,1
08/21/2012 15:45:40,85.8,,,1,8.55,,,1,-50.2,,,1,7.14,,,1,36,,,1,4.4,,,1,15.59,,,1
08/21/2012 16:00:40,86,,,1,8.57,,,1,-49.7,,,1,7.13,,,1,36,,,1,4.8,,,1,15.57,,,1
08/21/2012 16:15:40,86,,,1,8.56,,,1,-50.8,,,1,7.15,,,1,36,,,1,4.7,,,1,15.61,,,1
08/21/2012 16:30:40,85.4,,,1,8.5,,,1,-51.2,,,1,7.16,,,1,36,,,1,4.7,,,1,15.62,,,1
08/21/2012 16:45:40,84.8,,,1,8.44,,,1,-51.5,,,1,7.17,,,1,36,,,1,4.3,,,1,15.62,,,1
08/21/2012 17:00:40,84.8,,,1,8.44,,,1,-51.1,,,1,7.16,,,1,36,,,1,4.5,,,1,15.59,,,1
08/21/2012 17:15:40,84.7,,,1,8.44,,,1,-51.1,,,1,7.16,,,1,36,,,1,4.7,,,1,15.55,,,1
08/21/2012 17:30:40,84.4,,,1,8.42,,,1,-50.3,,,1,7.14,,,1,36,,,1,4.6,,,1,15.5,,,1
08/21/2012 17:45:40,84.2,,,1,8.41,,,1,-50,,,1,7.14,,,1,36,,,1,5.4,,,1,15.45,,,1
08/21/2012 18:00:40,83.9,,,1,8.39,,,1,-49.5,,,1,7.13,,,1,36,,,1,4.7,,,1,15.4,,,1
08/21/2012 18:15:40,83.9,,,1,8.4,,,1,-49.5,,,1,7.13,,,1,36,,,1,4.6,,,1,15.35,,,1
08/21/2012 18:30:40,83.4,,,1,8.36,,,1,-49.1,,,1,7.12,,,1,36,,,1,4.3,,,1,15.26,,,1
08/21/2012 18:45:40,83.2,,,1,8.36,,,1,-48.2,,,1,7.11,,,1,36,,,1,4.3,,,1,15.16,,,1
08/21/2012 19:00:40,82.8,,,1,8.34,,,1,-47.2,,,1,7.09,,,1,36,,,1,4.5,,,1,15.04,,,1
08/21/2012 19:15:40,82.6,,,1,8.35,,,1,-46.4,,,1,7.07,,,1,36,,,1,4.4,,,1,14.89,,,1
08/21/2012 19:30:40,82.4,,,1,8.36,,,1,-45.7,,,1,7.06,,,1,36,,,1,4.6,,,1,14.73,,,1
08/21/2012 19:45:40,82.1,,,1,8.35,,,1,-45.3,,,1,7.05,,,1,36,,,1,4.5,,,1,14.57,,,1
08/21/2012 20:00:40,81.8,,,1,8.35,,,1,-44.9,,,1,7.04,,,1,36,,,1,4.2,,,1,14.42,,,1
08/21/2012 20:15:40,81.7,,,1,8.37,,,1,-44.6,,,1,7.04,,,1,36,,,1,4.6,,,1,14.27,,,1
08/21/2012 20:30:40,82,,,1,8.42,,,1,-44.8,,,1,7.04,,,1,36,,,1,4.2,,,1,14.13,,,1
08/21/2012 20:45:40,81.9,,,1,8.44,,,1,-45.3,,,1,7.05,,,1,36,,,1,4.2,,,1,14,,,1
08/21/2012 21:00:40,81.8,,,1,8.44,,,1,-45.9,,,1,7.06,,,1,36,,,1,4.2,,,1,13.9,,,1
08/21/2012 21:15:40,81.6,,,1,8.45,,,1,-46.9,,,1,7.08,,,1,36,,,1,3.9,,,1,13.81,,,1
08/21/2012 21:30:40,81.6,,,1,8.46,,,1,-47.4,,,1,7.09,,,1,36,,,1,4,,,1,13.74,,,1
08/21/2012 21:45:40,81.6,,,1,8.47,,,1,-47.8,,,1,7.1,,,1,36,,,1,4.3,,,1,13.67,,,1
08/21/2012 22:00:40,81.5,,,1,8.47,,,1,-48.1,,,1,7.1,,,1,35,,,1,4.1,,,1,13.61,,,1
08/21/2012 22:15:40,81.5,,,1,8.48,,,1,-47.9,,,1,7.1,,,1,36,,,1,4.2,,,1,13.54,,,1
08/21/2012 22:30:40,81.5,,,1,8.5,,,1,-48.2,,,1,7.11,,,1,35,,,1,4,,,1,13.46,,,1
08/21/2012 22:45:40,81.4,,,1,8.5,,,1,-48.6,,,1,7.11,,,1,35,,,1,4.4,,,1,13.4,,,1
08/21/2012 23:00:40,81.5,,,1,8.52,,,1,-49,,,1,7.12,,,1,35,,,1,4.3,,,1,13.35,,,1
08/21/2012 23:15:40,81.4,,,1,8.52,,,1,-48.7,,,1,7.12,,,1,36,,,1,4.3,,,1,13.3,,,1
08/21/2012 23:30:40,81.5,,,1,8.54,,,1,-48.4,,,1,7.11,,,1,36,,,1,4.2,,,1,13.25,,,1
08/21/2012 23:45:40,81.6,,,1,8.56,,,1,-48.6,,,1,7.11,,,1,36,,,1,4.3,,,1,13.2,,,1
08/22/2012 00:00:40,81.1,,,1,8.52,,,1,-48.7,,,1,7.12,,,1,36,,,1,4.1,,,1,13.17,,,1
08/22/2012 00:15:40,81.4,,,1,8.55,,,1,-49,,,1,7.12,,,1,36,,,1,4.2,,,1,13.15,,,1
08/22/2012 00:30:40,81.5,,,1,8.56,,,1,-48.9,,,1,7.12,,,1,36,,,1,4.3,,,1,13.13,,,1
08/22/2012 00:45:40,81.5,,,1,8.57,,,1,-48.5,,,1,7.11,,,1,36,,,1,4.2,,,1,13.12,,,1
08/22/2012 01:00:40,81.6,,,1,8.58,,,1,-48.3,,,1,7.11,,,1,36,,,1,4.3,,,1,13.1,,,1
08/22/2012 01:15:40,81.6,,,1,8.59,,,1,-48,,,1,7.1,,,1,36,,,1,4.2,,,1,13.06,,,1
08/22/2012 01:30:40,81.6,,,1,8.6,,,1,-47.7,,,1,7.1,,,1,36,,,1,4.3,,,1,13.01,,,1
08/22/2012 01:45:40,81.7,,,1,8.62,,,1,-47.8,,,1,7.1,,,1,36,,,1,4.2,,,1,12.96,,,1
08/22/2012 02:00:40,81.7,,,1,8.62,,,1,-48,,,1,7.1,,,1,36,,,1,4.2,,,1,12.91,,,1
08/22/2012 02:15:40,81.7,,,1,8.64,,,1,-48.1,,,1,7.1,,,1,36,,,1,4.5,,,1,12.88,,,1
08/22/2012 02:30:40,81.8,,,1,8.65,,,1,-48.6,,,1,7.11,,,1,36,,,1,4.3,,,1,12.85,,,1
08/22/2012 02:45:40,81.8,,,1,8.66,,,1,-49.3,,,1,7.13,,,1,37,,,1,4.1,,,1,12.81,,,1
08/22/2012 03:00:40,81.9,,,1,8.68,,,1,-49.3,,,1,7.13,,,1,37,,,1,4.8,,,1,12.76,,,1
08/22/2012 03:15:40,82,,,1,8.69,,,1,-48.4,,,1,7.11,,,1,37,,,1,4.6,,,1,12.72,,,1
08/22/2012 03:30:40,82.1,,,1,8.71,,,1,-48.3,,,1,7.11,,,1,37,,,1,4.5,,,1,12.68,,,1
08/22/2012 03:45:40,82.1,,,1,8.72,,,1,-48.5,,,1,7.11,,,1,37,,,1,4.3,,,1,12.64,,,1
08/22/2012 04:00:40,82.1,,,1,8.73,,,1,-48.6,,,1,7.11,,,1,37,,,1,4.7,,,1,12.59,,,1
08/22/2012 04:15:40,82.1,,,1,8.75,,,1,-48.5,,,1,7.11,,,1,37,,,1,4.5,,,1,12.53,,,1
08/22/2012 04:30:40,82.2,,,1,8.77,,,1,-48.2,,,1,7.11,,,1,37,,,1,4.3,,,1,12.46,,,1
08/22/2012 04:45:40,82.3,,,1,8.79,,,1,-48.2,,,1,7.11,,,1,37,,,1,4.7,,,1,12.38,,,1
08/22/2012 05:00:40,82.1,,,1,8.79,,,1,-47.9,,,1,7.1,,,1,37,,,1,4.5,,,1,12.31,,,1
08/22/2012 05:15:40,82.2,,,1,8.81,,,1,-48.1,,,1,7.1,,,1,37,,,1,4.5,,,1,12.23,,,1
08/22/2012 05:30:40,82.3,,,1,8.84,,,1,-47.7,,,1,7.1,,,1,37,,,1,6.4,,,1,12.15,,,1
08/22/2012 05:45:40,82.4,,,1,8.86,,,1,-47.8,,,1,7.1,,,1,37,,,1,4.5,,,1,12.06,,,1
08/22/2012 06:00:40,82.4,,,1,8.89,,,1,-47,,,1,7.08,,,1,38,,,1,4.6,,,1,11.98,,,1
08/22/2012 06:15:40,82.4,,,1,8.89,,,1,-47.1,,,1,7.09,,,1,38,,,1,4.8,,,1,11.91,,,1
08/22/2012 06:30:40,82.5,,,1,8.92,,,1,-46.9,,,1,7.08,,,1,38,,,1,5.1,,,1,11.83,,,1
08/22/2012 06:45:40,82.6,,,1,8.95,,,1,-47.2,,,1,7.09,,,1,37,,,1,4.7,,,1,11.78,,,1
08/22/2012 07:00:40,82.8,,,1,8.97,,,1,-47.7,,,1,7.1,,,1,37,,,1,4.5,,,1,11.77,,,1
08/22/2012 07:15:40,83,,,1,8.99,,,1,-48,,,1,7.1,,,1,38,,,1,5.1,,,1,11.76,,,1
08/22/2012 07:30:40,83.3,,,1,9.02,,,1,-48.1,,,1,7.1,,,1,38,,,1,5.5,,,1,11.78,,,1
08/22/2012 07:45:40,83.8,,,1,9.05,,,1,-49,,,1,7.12,,,1,38,,,1,4.8,,,1,11.88,,,1
08/22/2012 08:00:40,84,,,1,9.06,,,1,-50.5,,,1,7.15,,,1,38,,,1,4.9,,,1,12,,,1
08/22/2012 08:15:40,84.2,,,1,9.05,,,1,-52,,,1,7.18,,,1,38,,,1,4.7,,,1,12.11,,,1
08/22/2012 08:30:40,84.7,,,1,9.08,,,1,-53.3,,,1,7.2,,,1,38,,,1,4.7,,,1,12.25,,,1
08/22/2012 08:45:40,84.8,,,1,9.07,,,1,-54.1,,,1,7.22,,,1,38,,,1,4.7,,,1,12.36,,,1
08/22/2012 09:00:40,85.3,,,1,9.09,,,1,-55,,,1,7.23,,,1,39,,,1,4.7,,,1,12.48,,,1
08/22/2012 09:15:40,85.3,,,1,9.07,,,1,-55.6,,,1,7.24,,,1,39,,,1,4.7,,,1,12.6,,,1
08/22/2012 09:30:40,85.3,,,1,9.05,,,1,-55.8,,,1,7.25,,,1,39,,,1,4.4,,,1,12.69,,,1
08/22/2012 09:45:40,85.3,,,1,9.03,,,1,-55.4,,,1,7.24,,,1,39,,,1,4.5,,,1,12.76,,,1
08/22/2012 10:00:40,85.4,,,1,9.03,,,1,-55.2,,,1,7.24,,,1,41,,,1,4.8,,,1,12.83,,,1
08/22/2012 10:15:40,85.5,,,1,9.03,,,1,-55.1,,,1,7.23,,,1,41,,,1,4.8,,,1,12.9,,,1
08/22/2012 10:30:40,85.6,,,1,9.02,,,1,-54.4,,,1,7.22,,,1,41,,,1,5,,,1,13,,,1
08/22/2012 10:45:40,86.3,,,1,9.06,,,1,-55.2,,,1,7.24,,,1,40,,,1,5.2,,,1,13.14,,,1
08/22/2012 11:00:40,86.5,,,1,9.05,,,1,-56.2,,,1,7.26,,,1,40,,,1,6.2,,,1,13.3,,,1
08/22/2012 11:15:40,86.5,,,1,9.02,,,1,-56.8,,,1,7.26,,,1,41,,,1,74.2,,,1,13.45,,,1
08/22/2012 11:30:40,86.6,,,1,9.01,,,1,-57.1,,,1,7.27,,,1,41,,,1,6,,,1,13.57,,,1
08/22/2012 11:45:40,86.7,,,1,8.99,,,1,-57.7,,,1,7.28,,,1,39,,,1,5.1,,,1,13.71,,,1
08/22/2012 12:00:40,86.1,,,1,8.92,,,1,-57.4,,,1,7.28,,,1,40,,,1,5.4,,,1,13.73,,,1
08/22/2012 12:15:40,86.9,,,1,8.97,,,1,-56.3,,,1,7.26,,,1,40,,,1,5,,,1,13.89,,,1
08/22/2012 12:30:40,87.4,,,1,8.97,,,1,-59.6,,,1,7.32,,,1,40,,,1,4.7,,,1,14.16,,,1
08/22/2012 12:45:40,87.2,,,1,8.92,,,1,-60.9,,,1,7.34,,,1,39,,,1,5,,,1,14.31,,,1
08/22/2012 13:00:40,87.2,,,1,8.9,,,1,-61.1,,,1,7.34,,,1,39,,,1,5.1,,,1,14.47,,,1
08/22/2012 13:15:40,87.1,,,1,8.86,,,1,-61,,,1,7.34,,,1,38,,,1,4.9,,,1,14.62,,,1
08/22/2012 13:30:40,87.5,,,1,8.8,,,1,-63.1,,,1,7.38,,,1,38,,,1,5.1,,,1,15.13,,,1
08/22/2012 13:45:40,87.2,,,1,8.73,,,1,-64,,,1,7.4,,,1,38,,,1,4.7,,,1,15.36,,,1
08/22/2012 14:00:40,87.3,,,1,8.69,,,1,-64.8,,,1,7.41,,,1,37,,,1,5.2,,,1,15.6,,,1
08/22/2012 14:15:40,86.9,,,1,8.62,,,1,-65.1,,,1,7.42,,,1,37,,,1,4.5,,,1,15.74,,,1
08/22/2012 14:30:40,85.4,,,1,8.52,,,1,-59.6,,,1,7.32,,,1,37,,,1,11.6,,,1,15.51,,,1
08/22/2012 14:45:40,84.5,,,1,8.47,,,1,-54.4,,,1,7.22,,,1,47,,,1,11.1,,,1,15.27,,,1
08/22/2012 15:00:40,84.2,,,1,8.49,,,1,-49.7,,,1,7.13,,,1,60,,,1,16,,,1,15.03,,,1
08/22/2012 15:15:40,85,,,1,8.57,,,1,-50,,,1,7.14,,,1,61,,,1,11.6,,,1,15.02,,,1
08/22/2012 15:30:40,84.7,,,1,8.55,,,1,-50.7,,,1,7.15,,,1,61,,,1,9.3,,,1,14.98,,,1
08/22/2012 15:45:40,85,,,1,8.56,,,1,-51.6,,,1,7.17,,,1,60,,,1,8.3,,,1,15.05,,,1
08/22/2012 16:00:40,84.9,,,1,8.54,,,1,-53.3,,,1,7.2,,,1,59,,,1,6.7,,,1,15.12,,,1
08/22/2012 16:15:40,84.5,,,1,8.48,,,1,-54.1,,,1,7.21,,,1,59,,,1,6.7,,,1,15.19,,,1
08/22/2012 16:30:40,84.1,,,1,8.44,,,1,-53.9,,,1,7.21,,,1,62,,,1,13.9,,,1,15.21,,,1
08/22/2012 16:45:40,83.6,,,1,8.4,,,1,-54,,,1,7.21,,,1,62,,,1,8,,,1,15.17,,,1
08/22/2012 17:00:40,83.3,,,1,8.38,,,1,-53.3,,,1,7.2,,,1,62,,,1,7.8,,,1,15.06,,,1
08/22/2012 17:15:40,83.3,,,1,8.4,,,1,-52.1,,,1,7.18,,,1,62,,,1,11.9,,,1,15.01,,,1
08/22/2012 17:30:40,83.8,,,1,8.45,,,1,-51.6,,,1,7.17,,,1,62,,,1,11.7,,,1,15.01,,,1
08/22/2012 17:45:40,83.5,,,1,8.42,,,1,-52.2,,,1,7.18,,,1,61,,,1,10.8,,,1,15.01,,,1
08/22/2012 18:00:40,83,,,1,8.38,,,1,-52,,,1,7.18,,,1,61,,,1,8.7,,,1,14.96,,,1
08/22/2012 18:15:40,82.9,,,1,8.37,,,1,-51.1,,,1,7.16,,,1,62,,,1,10.1,,,1,14.9,,,1
08/22/2012 18:30:40,82.8,,,1,8.38,,,1,-50.2,,,1,7.14,,,1,62,,,1,12,,,1,14.82,,,1
08/22/2012 18:45:40,83,,,1,8.42,,,1,-49.2,,,1,7.12,,,1,62,,,1,13.9,,,1,14.74,,,1
08/22/2012 19:00:40,82.9,,,1,8.42,,,1,-49.1,,,1,7.12,,,1,61,,,1,12,,,1,14.66,,,1
08/22/2012 19:15:40,82.7,,,1,8.42,,,1,-49,,,1,7.12,,,1,61,,,1,12.8,,,1,14.57,,,1
08/22/2012 19:30:40,82.9,,,1,8.45,,,1,-47.9,,,1,7.1,,,1,61,,,1,13.8,,,1,14.46,,,1
08/22/2012 19:45:40,82.8,,,1,8.47,,,1,-48.5,,,1,7.11,,,1,61,,,1,13.9,,,1,14.34,,,1
08/22/2012 20:00:40,82.4,,,1,8.45,,,1,-48,,,1,7.1,,,1,61,,,1,20.2,,,1,14.22,,,1
08/22/2012 20:15:40,82.3,,,1,8.46,,,1,-47.9,,,1,7.1,,,1,62,,,1,18.8,,,1,14.12,,,1
08/22/2012 20:30:40,82.7,,,1,8.51,,,1,-47.5,,,1,7.09,,,1,62,,,1,14.2,,,1,14.03,,,1
08/22/2012 20:45:40,82.7,,,1,8.53,,,1,-47.7,,,1,7.1,,,1,62,,,1,13.3,,,1,13.96,,,1
08/22/2012 21:00:40,82.7,,,1,8.55,,,1,-47.5,,,1,7.09,,,1,62,,,1,11.5,,,1,13.88,,,1
08/22/2012 21:15:40,82.8,,,1,8.57,,,1,-47.9,,,1,7.1,,,1,62,,,1,10.9,,,1,13.81,,,1
08/22/2012 21:30:40,82.7,,,1,8.57,,,1,-48,,,1,7.1,,,1,62,,,1,9.5,,,1,13.75,,,1
08/22/2012 21:45:40,82.9,,,1,8.6,,,1,-48,,,1,7.1,,,1,62,,,1,9.5,,,1,13.68,,,1
08/22/2012 22:00:40,82.8,,,1,8.61,,,1,-48.2,,,1,7.11,,,1,62,,,1,19.5,,,1,13.61,,,1
08/22/2012 22:15:40,82.8,,,1,8.62,,,1,-48.2,,,1,7.11,,,1,62,,,1,21.6,,,1,13.53,,,1
08/22/2012 22:30:40,82.5,,,1,8.61,,,1,-47.6,,,1,7.1,,,1,62,,,1,11.9,,,1,13.46,,,1
08/22/2012 22:45:40,82.7,,,1,8.63,,,1,-47.4,,,1,7.09,,,1,63,,,1,10.9,,,1,13.41,,,1
08/22/2012 23:00:40,82.6,,,1,8.64,,,1,-47.4,,,1,7.09,,,1,63,,,1,9.4,,,1,13.36,,,1
08/22/2012 23:15:40,82.7,,,1,8.65,,,1,-47.5,,,1,7.09,,,1,63,,,1,9.2,,,1,13.31,,,1
